mouse6c	mouse6d	mouse1k
89.2656	155.5659	147.2871
136.3903	156.5178	129.5607
109.6515	38.4212	148.5035
124.3636	161.4389	111.7997
144.2094	166.2999	140.0415
143.7591	101.3018	151.1597
153.4806	167.3275	150.2142
159.6183	141.9824	131.0141
125.1375	158.1124	108.926
113.1452	145.757	22.5521
126.2561	142.9306	82.0323
125.5648	141.4752	130.5388
157.7568	154.0678	124.2436
105.5217	146.1044	122.6431
141.3283	139.7062	123.3974
105.6994	152.4974	113.6535
123.2207	143.0199	149.4371
83.0554	169.0714	112.4176
105.5643	155.2006	130.8064
116.0855	138.6631	138.7148
160.5205	148.864	150.1673
142.3613	138.9119	107.7565
170.0306	165.7843	74.9236
163.6331	156.1968	128.0301
103.2151	152.5734	50.5892
106.5333	128.1749	142.9929
105.931	163.5219	112.8072
148.9683	157.9902	98.3013
137.4823	157.9414	145.0774
142.5844	100.2512	115.3111
179.2924	80.57	41.7107
103.8019	148.1627	102.3094
162.8819	151.5433	145.9129
164.6861	149.6466	130.7879
135.0231	157.237	103.2921
102.4261	142.9852	125.8603
100.9945	148.1689	89.4123
85.9381	131.3524	148.6253
147.2157	148.2612	92.8206
126.8049	162.1663	148.826
109.9033	165.7529	105.3423
109.8361	132.9405	123.263
109.7328	121.5222	99.0902
129.4956	152.13	128.3227
	135.3709	108.2681
	140.2842	137.1
	90.6815	119.3361
	127.7924	122.0267
	136.4194	79.4612
	131.2155	95.2172
	150.6831	126.8086
	165.2512	112.7206
	115.0074	126.2767
	162.0469	124.3068
	126.0863	74.3155
	64.5221	112.8982
	44.3171	120.8259
	128.8688	79.8228
	112.2416	94.1107
	93.0334	77.5297
	164.4555	123.4823
	147.4912	162.0789
	159.8177	169.408
	146.7158	177.4903
	143.9982	173.3384
	154.877	118.5123
	169.0014	188.7377
	154.1301	143.7487
	160.7531	92.7059
	167.1437	139.6842
	126.8796	123.1865
	154.0234	136.061
	151.9695	128.9963
	136.8899	133.8138
	106.9256	116.5692
	156.0061	73.7268
	150.351	122.0502
	124.1697	142.2507
	133.7247	96.9536
	69.6965	145.808
	161.0035	96.011
	173.0365	141.5859
	156.0765	
	141.5095	
	163.1163	
	130.2202	
	140.5078	
	132.4416	
	142.608	
	128.7814	
	160.7877	
	121.5472	
	128.0219	
	86.8588	
	78.5481	
	115.5832	
	125.0659	
	107.7955	
	125.6203	
	107.0721	
	122.4824	
	91.7002	
	58.1889	
	171.0163	
	166.3106	
	114.1647	
	143.3183	

